id_str,lang,location,description,full_text,user_screen_name,user_name,followers_count,normal_followers_count,fast_followers_count,favourites_count,friends_count,media_count,statuses_count,retweeted,retweet_count,favorited,favorite_count
1653112047914057729,en,"Manila, Philippines",Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed,"The Zamboanga City government held the Fiesta na Isla de Santa Cruz, a summer festival activity under the Zamboanga Verano Festival, on Saturday, April 29.
#ManilaBulletin 
https://t.co/299kzRwdc7",manilabulletin,Manila Bulletin News,1114240,1114240,0,2388,217,185073,799201,False,0,False,0
818623644737871872,en,"Manila, Philippines",Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed,Did Miley Cyrus and Liam Hemsworth secretly get married? - Read:  https://t.co/mhvog7brjX  #BeFullyInformed,manilabulletin,Manila Bulletin News,1114240,1114240,0,2388,217,185073,799201,False,1,False,1
1653112047914057729,en,"Manila, Philippines",Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed,"The Zamboanga City government held the Fiesta na Isla de Santa Cruz, a summer festival activity under the Zamboanga Verano Festival, on Saturday, April 29.
#ManilaBulletin 
https://t.co/299kzRwdc7",manilabulletin,Manila Bulletin News,1114240,1114240,0,2388,217,185073,799201,False,0,False,0
824328059335692290,en,,"Spilling current news on entertainment, sports, politics, technology, health, celebrities & other funny & weird stuff in Nigeria & all over the world",Did Miley Cyrus and Liam Hemsworth get married secretly?: https://t.co/1Hiz9jd3hF,spillednews,Spilled News,377,377,0,3,1272,628,28165,False,0,False,0
840237926642536449,en,,"From A-Listers to B-Movies and from gossip to trending, HollywoodHoller has everything the world wants to know right now!",Did Miley Cyrus and Liam Hemsworth Secretly Get Married? Is that a wedding dress?!… https://t.co/3UMJuiTUlY https://t.co/J3yIHNo3PF,HollywoodHoller,Hollywood Holler,603,603,0,68,80,12031,12919,False,0,False,0
840277988067430400,en,Los Angeles,KCAL9 is now KCAL News,"Tonight, did Miley Cyrus and Liam Hemsworth secretly get married? Don’t miss #ETnow! https://t.co/i43lwGJua9",kcalnews,KCAL News,349211,349211,0,1788,2257,54975,223569,False,3,False,6
840300475937259521,en,Love Life and Passing Lanes,Corazon love everyday   Make every  moment count  Dont waste time you never get it back,@CBSLA why would he marry her...she crazy and unproper,drinkcoquito,Islander,95,95,0,4254,45,1565,20302,False,0,False,0
840305556736872448,en,,https://t.co/KLmcx2Klzl ⚡ Most popular trending news summarized.,Did Miley Cyrus and Liam Hemsworth Just Secretly Get Married? https://t.co/6ydzhEKeSk,LinkwayLive,LinkwayLive,127,127,0,113,603,134,77460,False,0,False,0
840312641042104320,en,,,OMG! Did Miley Cyrus and Liam Hemsworth Get SECRETLY MARRIED?!? https://t.co/KJFFtMo4Ri https://t.co/FD9Z1IigQA,justhollywood2,Just Hollywood,32,32,0,0,96,8007,46297,False,0,False,0
840321378150670336,en,"Kansas City, Mo. ",Breaking the news in Kansas City since 1880.,Did Miley Cyrus and Liam Hemsworth secretly get married? https://t.co/MNLuQPRVew,KCStar,The Kansas City Star,298825,298825,0,4671,877,13692,306256,False,0,False,0
840325449389600768,en,Snowing here,The whole world is crazy,#teenchoice #hollywood #beauty #sexy OMG! Did Miley Cyrus and Liam Hemsworth Get SECRETLY MARRIED?!?–Celeb https://t.co/dwO12pBeAw,knowledge_is_it,knowledge happens,810,810,0,0,0,50,220927,False,0,False,0
840359115754999810,en,"Milwaukee, WI",#WISN12 is Southeast Wisconsin’s @ABC affiliate. A @Hearst Television station. Tweet us your news tips! Follow our newsroom: https://t.co/s9UX0oKpsh,"Tonight, did Miley Cyrus and Liam Hemsworth secretly get married? Don’t miss #ETnow! #WISN12 https://t.co/2Ase7C2SEt",WISN12News,WISN 12 NEWS,107377,107377,0,1967,1043,205519,429796,False,0,False,1
1653107025394425881,en,"Milwaukee, WI",#WISN12 is Southeast Wisconsin’s @ABC affiliate. A @Hearst Television station. Tweet us your news tips! Follow our newsroom: https://t.co/s9UX0oKpsh,'Waste of time': Community college transfers derail students https://t.co/Hh5rdRrdYK,WISN12News,WISN 12 NEWS,107377,107377,0,1967,1043,205519,429796,False,0,False,1
840359140119699457,en,"Amarillo, TX",Your Local News Leader. We are proud to be the first TV station in Amarillo. We tell the stories of the High Plains. #MyAmarillo,"Tonight, did Miley Cyrus and Liam Hemsworth secretly get married? Don’t miss #ETnow! https://t.co/eeAHh75jhr",KAMRLocal4News,KAMR Local 4 News,16784,16784,0,1100,2133,20947,154651,False,0,False,0
840360765831929857,en,texas,,@KAMRLOCAL4NEWS does anybody care what the Hollywood liberals are doing,Melton1977,Jimmy Melton,248,248,0,13082,1307,231,5141,False,0,False,0
840396881586982912,en,"Spokane, Washington","News, weather, and entertainment from Spokane, Coeur d'Alene, and the Inland Northwest. We'll make you laugh, too. Thanks for following #4NewsNow","Tonight, did Miley Cyrus and Liam Hemsworth secretly get married? Don’t miss #ETnow! #kxly https://t.co/uBIK1XtIjg",kxly4news,4 News Now,63261,63261,0,10095,5957,15361,180911,False,0,False,0
840413370650050560,en,"Los Angeles, CA","Covering celebrity news, feuds, beauty, fashion, and more!",OMG! Did Miley Cyrus and Liam Hemsworth Get SECRETLY MARRIED?!? https://t.co/jTBClliN2y,RinconCelebNews,RinconCelebNews,16024,16024,0,187,17900,26075,48167,False,0,False,0
840444299732910080,en,Philippines,Your Music. Your Stories. The official account of the #1 music channel in the Philippines & MYX global platform. MYX is the beat of our culture.,"LOOK: Did @MileyCyrus and @LiamHemsworth secretly get married?

https://t.co/dycv7pcLu3 https://t.co/3oMaWBVbM4",myxglobal,MYX Global,6453953,6453953,0,2645,958,20373,116946,False,7,False,55
840462550135365633,en,Worldwide,"Notifyr sends you viral news, release dates and events from around the world Download the free app iOS: https://t.co/eSspOiMrA3
Android: https://t.co/mOlOwgcX9F",LOOK: Did MILEY CYRUS And LIAM HEMSWORTH Secretly Get Married?  https://t.co/JOqaT0uRPS,NotifyrInc,Notifyr,1893,1893,0,9,509,11,46544,False,0,False,0
841849268646338560,en,"Biloxi, Mississippi","𝐉𝐮𝐬𝐭𝐢𝐧 𝐃'𝐋𝐲𝐧𝐧 🇺🇸 EST: 1989 Biloxi, MISSISSIPPI - Entertainer 📸 Photographer! - 🤓❤ One Another. Be INSPIRATIONAL. Always ROCK. 🔞 NO DM.","Retweeted CBS Los Angeles (@CBSLA):

Tonight, did Miley Cyrus and Liam Hemsworth secretly get married? Don’t miss... https://t.co/ZRet9zyyAZ",JustinDHolliday,𝗝𝘂𝘀𝘁𝗶𝗻 𝗗'𝗟𝘆𝗻𝗻 𝗛𝗼𝗹𝗹𝗶𝗱𝗮𝘆 - JD,779,779,0,4637,4997,544,7528,False,0,False,0
849678041055887360,vi,,,Tôi đã thêm video vào danh sách phát https://t.co/2kU0w5gV0S OMG! Did Miley Cyrus and Liam Hemsworth Get SECRETLY MARRIED?!?,hoalyhong4,hoalan,579,579,0,35,2276,62574,64250,False,0,False,0
925851191560556544,en,Dallas/Fort Worth,Always live on the free @Audacy app.,"Did Miley Cyrus and Liam Hemsworth secretly get married?
https://t.co/SYknWq2qHp",ALT1037DFW,ALT 1037,13845,13845,0,16813,214,9314,93550,False,0,False,0
927426728653230080,en,India,"WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. 
Download App - https://t.co/2i3wWb4Wlf","Did #MileyCyrus and #LiamHemsworth get married secretly in April?
https://t.co/xcsiPLcB3V",WIONews,WION,477511,477511,0,7210,102,106635,315435,False,0,False,1
927531012212457473,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","Did Miley Cyrus and Liam Hemsworth secretly get MARRIED?
https://t.co/Zx5zdQ76yR https://t.co/SsVxe7FkGC",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
1652334927470379008,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","The hot tube scene with winner Anthony Hutton went down in #BigBrother infamy 

https://t.co/x76Rndsxfd",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
927588875576528897,en,"Carlisle, England",The latest news from Greatest Hits Radio Cumbria and South West Scotland.,Did Miley Cyrus and Liam Hemsworth secretly get MARRIED? https://t.co/msu8IXORXj https://t.co/jKaxzAvpRE,GHRCumbriaNews,GHR Cumbria News,6033,6033,0,620,724,10109,24486,False,0,False,0
927588875551363072,en,"Cumbria, UK","The biggest songs of the 70s, 80s and 90s and the new home of Ken Bruce. Listen on your radio, mobile or on your smart speaker.",Did Miley Cyrus and Liam Hemsworth secretly get MARRIED? https://t.co/8kQiD9grO5 https://t.co/HLycbkYglD,cfmradio,Greatest Hits Radio Cumbria,9517,9517,0,537,341,5984,23552,False,0,False,0
927589121190760449,en,"Tweedbank, Scotland",We've moved accounts - if you want the latest news for Borders and North Northumberland follow @GHRBordersNews,Did Miley Cyrus and Liam Hemsworth secretly get MARRIED? https://t.co/rYMWLBNHE9 https://t.co/w0MGq7bSj2,yourbordersnews,Radio Borders News,3491,3491,0,86,497,5074,15014,False,0,False,0
927606510406029314,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","Did Miley Cyrus and Liam Hemsworth secretly get MARRIED?
https://t.co/Zx5zdPPvHj https://t.co/ZmGcWmMao9",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,1
1652334927470379008,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","The hot tube scene with winner Anthony Hutton went down in #BigBrother infamy 

https://t.co/x76Rndsxfd",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
928442019529162752,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","Did Miley Cyrus and Liam Hemsworth secretly get MARRIED?
https://t.co/Zx5zdQ76yR https://t.co/zt0wUpOyTx",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
1652334927470379008,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","The hot tube scene with winner Anthony Hutton went down in #BigBrother infamy 

https://t.co/x76Rndsxfd",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
928532613056352256,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","Did Miley Cyrus and Liam Hemsworth secretly get MARRIED?
https://t.co/Zx5zdPPvHj https://t.co/qCc6ZbO8WT",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,1
1652334927470379008,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","The hot tube scene with winner Anthony Hutton went down in #BigBrother infamy 

https://t.co/x76Rndsxfd",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
928653424752758784,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","Did Miley Cyrus and Liam Hemsworth secretly get MARRIED?
https://t.co/Zx5zdPPvHj https://t.co/AepKJ56XJB",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,1
1652334927470379008,en,"heat Towers, London","Bringing you the hottest celeb news, shows and internet LOLs.","The hot tube scene with winner Anthony Hutton went down in #BigBrother infamy 

https://t.co/x76Rndsxfd",heatworld,heatworld,330946,330946,0,4079,18113,77865,197064,False,0,False,0
953201937574342658,en,Brasil,Os Melhores Jogos da Internet especialmente meninas Que gostam de Jogar de Graça online.,Did Miley Cyrus and Liam Hemsworth secretly get married in Australia? Reports say yes! https://t.co/YNIFQHZZ2P,sitedemeninas,sitedemeninas.com,186,186,0,30,11,10,2809,False,0,False,0
953336408650993664,en,Israel,Welcome to IDC's Gossip Girls Twitter Page. Listen to us on 106.2 FM & try to keep up with our constant updates on the hottest gossip of 2018 #IDCGossipGirls,Did Miley Cyrus and Liam Hemsworth secretly get married in AUS????,IDCgossipgirls,Lincoco And Jane Make It Rain,2,2,0,12,21,1,11,False,0,False,0
953692192064884737,en,LA & NYC,"Get the Hottest Celebrity, Entertainment, Fashion, Beauty, Fitness, and Women's Issue News from HollywoodLife!     Instagram: https://t.co/3qG6xixd4g",Did Miley Cyrus and Liam Hemsworth secretly get married? Chris Hemsworth is spilling the tea! https://t.co/Xdz8DyQFKK https://t.co/Cqh3CukmQl,HollywoodLife,HollywoodLife,345154,345154,0,2570,4206,106374,242737,False,0,False,11
1653112076758310925,en,LA & NYC,"Get the Hottest Celebrity, Entertainment, Fashion, Beauty, Fitness, and Women's Issue News from HollywoodLife!     Instagram: https://t.co/3qG6xixd4g","JoJo Siwa reveals her dog has died in a tragic ""accident"" https://t.co/LHGmncRaKz https://t.co/z6dhOjwAE7",HollywoodLife,HollywoodLife,345154,345154,0,2570,4206,106374,242737,False,0,False,0
953999445384888321,en,New York,"Fandustry is headlines, strictly the best Celebrity and entertainment headlines of the day.  Vote for your favorite headlines. It's what happening right now!",Did Miley Cyrus and Liam Hemsworth secretly get married https://t.co/1e4RkGt39T,Fandustry,Fandustry,414,414,0,243,1768,1284,88184,False,0,False,0
954307670344916992,en,"Dorado, PR",Comunidad Boricua,Did Miley Cyrus and Liam Hemsworth secretly get married in Australia? Reports say yes! https://t.co/Zp9XFbOfWo,MadeinPuertRico,Made in Puerto Rico,570,570,0,0,15,23,10751,False,0,False,0
1010039778891452416,en,LA & NYC,"Get the Hottest Celebrity, Entertainment, Fashion, Beauty, Fitness, and Women's Issue News from HollywoodLife!     Instagram: https://t.co/3qG6xixd4g",Did Liam Hemsworth and Miley Cyrus secretly get married?! https://t.co/aMUFpEidVr https://t.co/UjheI0jgTn,HollywoodLife,HollywoodLife,345154,345154,0,2570,4206,106374,242737,False,4,False,6
1653112076758310925,en,LA & NYC,"Get the Hottest Celebrity, Entertainment, Fashion, Beauty, Fitness, and Women's Issue News from HollywoodLife!     Instagram: https://t.co/3qG6xixd4g","JoJo Siwa reveals her dog has died in a tragic ""accident"" https://t.co/LHGmncRaKz https://t.co/z6dhOjwAE7",HollywoodLife,HollywoodLife,345154,345154,0,2570,4206,106374,242737,False,0,False,0
1010262428670709766,en,,Latest celeb and entertainment news from the Daily Mail Showbiz team. We're on Facebook too: https://t.co/EWFBZDOmL3,Did Miley Cyrus and Liam Hemsworth secretly get married? https://t.co/ioSNNeLccT,DailyMailCeleb,Daily Mail Celebrity,433894,433894,0,2477,918,44528,266253,False,2,False,21
1653113736733810695,en,,Latest celeb and entertainment news from the Daily Mail Showbiz team. We're on Facebook too: https://t.co/EWFBZDOmL3,Katy Perry will be temporarily replaced by 'big time' guest judge on American Idol https://t.co/nWb0xUa2EK,DailyMailCeleb,Daily Mail Celebrity,433894,433894,0,2477,918,44528,266253,False,0,False,0
1010334767701561344,en,"Manila, Philippines","For the Pinoy community, bringing the latest in national and international news, sports, entertainment, lifestyle and business. Keeping you informed.",Did Miley Cyrus and Liam Hemsworth secretly get married?  https://t.co/td3w5eaKaV https://t.co/zbxAuyafyM,msnph,MSN Philippines,2917,2917,0,0,61,172176,174066,False,0,False,0
1010393809144799232,en,,,Did Miley Cyrus and Liam Hemsworth secretly get married? https://t.co/R1HLI4ngTP https://t.co/mdXb97RHPf,MSN_Singapore,MSN Singapore,395,395,0,0,19,46174,71162,False,0,False,1
